"Id","X630_mean","X555_mean","X515_mean","X590_mean","X480_mean","X680_mean","X630_sd","X555_sd","X515_sd","X590_sd","X480_sd","X680_sd"
"221",0.000700693814267816,0.000969397439077586,0.000561000918220115,0.000909297912392529,0.000578473452611494,0.000383788199172414,0.00155536460626422,0.0026673502036721,0.00132328225522496,0.00230364210330872,0.00156949419772501,0.000912588760388108
"222",0.000543685578090752,0.000570520975921387,0.000403724774913873,0.000582104163317919,0.000342829348253757,0.000271962124363006,0.00121149706547675,0.00170317782563283,0.00103187515124622,0.00171417690693407,0.00104777410937418,0.000764848255768151
"223",0.00166404909944824,0.00157347790122176,0.00135019024208941,0.00149381917444176,0.00128108278931,0.00118413070910353,0.00904530763598749,0.00863974329662072,0.00785478611493939,0.00813536886747921,0.00754704602807804,0.00712211948433797
"224",0.000941621961445833,0.000927578632001786,0.000800811296664286,0.000902996413658333,0.000691657091364881,0.000590404989494643,0.00340597007590062,0.00339167872859705,0.00329592696688842,0.00314949726787635,0.00318725515767476,0.00271636521534085
"225",0.000989827085298235,0.000988191459114706,0.000874688197465882,0.000958206607745294,0.000753677954995882,0.000600970286849412,0.00199478181807622,0.00238168027466175,0.00247832459762197,0.00212561715557524,0.00250924071310005,0.00176945525523879
"226",0.000832089542888889,0.000714270477204094,0.000554333429870176,0.000760432583632748,0.000392347297004094,0.000401316223078363,0.00138812942696175,0.00150809971555493,0.00119490631183361,0.00168731704665386,0.000845501456506399,0.000816149672432186
"227",0.000888958670979762,0.000896364291763095,0.000592490028308929,0.000859534062797024,0.000562824968545238,0.000416343053922619,0.0014066433912134,0.00146660834668168,0.00126436148864625,0.00142141086044962,0.00128752934709818,0.0010106556780937
"228",0.00154666823014737,0.00147563564640994,0.00114702763405497,0.0015785590846848,0.00100838755400234,0.000857736694338012,0.00308872591955975,0.00293173264960135,0.00263676924740367,0.00291666884875025,0.00244522453889381,0.0021531002729468
"229",0.00108223340526627,0.00138174066379822,0.000658580008583432,0.00123218812066331,0.000776765266607101,0.000554247662542012,0.00143809541423091,0.00208593314022349,0.000970830163184541,0.00175119171929308,0.00121323037037589,0.000865127225229895
"230",0.000778526711236527,0.000806074527082036,0.000568448478912575,0.000745627518373653,0.000532918416238323,0.00045023207319521,0.00152728951932709,0.00177734065918752,0.00120715832211984,0.00153802238512248,0.0011970959152902,0.000947400200739035
"231",0.000672339232095808,0.000669639252259281,0.000505787841922156,0.000730968329521557,0.000377941210779641,0.000345211917564671,0.00139297775878457,0.00149262089951602,0.00114051113732289,0.00154988218132498,0.00102414101116347,0.000895835229923796
