data,log,l2,pca,hour,split,target,binary,imbalance,trial,auc,lr_log,l1_l2_log,dropout_rate,batch_size_idx,optimizer_idx,hidden_size_1,hidden_size_2,hidden_size_3,hidden_size_4,use_batch_norm_num
sensor,TRUE,Exclude Intensity,FALSE,TRUE,parwise,location,TRUE,None,8,0.7105365223012282,-1.0676519588742468,-4.397108065526392,0.5598580129278861,1,3,167,182,66,2,1
sensor,TRUE,Exclude Intensity,FALSE,TRUE,parwise,location,TRUE,smote_tomek,18,0.6370825253178194,-3.1464760337042543,-4.750321595891205,0.01659747335461505,1,0,173,44,172,120,1
sensor,TRUE,Exclude Intensity,FALSE,TRUE,stratified,light_type,TRUE,None,22,0.883483396262949,-0.9702693996593004,-5,0.5090594863553257,0,3,93,256,209,256,1
sensor,TRUE,Exclude Intensity,FALSE,TRUE,stratified,light_type,TRUE,smote_tomek,16,0.8791820533034591,-2.1804212244629384,-4.777698950595355,0.2507707319429212,2,0,227,92,187,38,1
sensor,TRUE,Exclude Intensity,FALSE,TRUE,stratified,location,TRUE,None,22,0.7173191489361703,-3.4048027099173064,-4.090100640764838,0,3,1,8,107,0,135,1
sensor,TRUE,Exclude Intensity,FALSE,TRUE,stratified,location,TRUE,smote_tomek,33,0.707049645390071,-2.988183529152333,-4.877058033225301,0.5737273269884038,1,0,36,0,239,103,0
sensor,TRUE,Exclude Intensity,FALSE,FALSE,parwise,light_type,TRUE,None,30,0.8934008284446688,-4,-1,0.08506906811949588,4,2,256,0,106,193,1
sensor,TRUE,Exclude Intensity,FALSE,FALSE,parwise,light_type,TRUE,smote_tomek,43,0.8886488361824262,-3.535486926067881,-5,0,4,3,193,256,256,256,1
sensor,TRUE,Exclude Intensity,FALSE,FALSE,parwise,location,TRUE,None,27,0.6668929110105581,-0.3,-4.9465547474231535,0.1705222532182656,0,1,67,140,27,117,1
sensor,TRUE,Exclude Intensity,FALSE,FALSE,parwise,location,TRUE,smote_tomek,21,0.6623249299719888,-1.1953978630735935,-4.771740855809352,0.22531831064525665,4,1,102,171,170,244,1
sensor,TRUE,Exclude Intensity,FALSE,FALSE,stratified,light_type,TRUE,None,43,0.8860628189701673,-2.6916004335827495,-4.364308556465652,0.3921636303922506,0,3,256,256,70,256,1
sensor,TRUE,Exclude Intensity,FALSE,FALSE,stratified,light_type,TRUE,smote_tomek,39,0.8850808403524058,-4,-5,0,4,3,256,256,256,256,1
sensor,TRUE,Exclude Intensity,FALSE,FALSE,stratified,location,TRUE,None,14,0.6862269503546099,-2.629256656364812,-4.63518168909524,0.2761621329301418,4,1,89,75,46,0,1
sensor,TRUE,Exclude Intensity,FALSE,FALSE,stratified,location,TRUE,smote_tomek,29,0.6604397163120568,-2.875472498819872,-1,0.5157628548421117,1,1,217,101,235,87,1
sensor,TRUE,Exclude Intensity,TRUE,TRUE,parwise,light_type,TRUE,None,36,0.9358375912025064,-2.0141081407704373,-1,0.7,0,0,256,63,256,256,1
sensor,TRUE,Exclude Intensity,TRUE,TRUE,parwise,light_type,TRUE,smote_tomek,11,0.8802014340082844,-4,-1,0.7,4,0,8,0,256,0,0
sensor,TRUE,Exclude Intensity,TRUE,TRUE,parwise,location,TRUE,None,35,0.730532212885154,-2.9088108155032613,-4.2260874810755595,0.25108922281385593,3,2,65,143,103,88,0
sensor,TRUE,Exclude Intensity,TRUE,TRUE,parwise,location,TRUE,smote_tomek,45,0.6357681534152122,-1.0811985231278642,-4.682156649895995,0.3567651099379091,3,2,11,111,256,253,1
sensor,TRUE,Exclude Intensity,TRUE,TRUE,stratified,light_type,TRUE,None,25,0.8909104739775666,-2.163780364395331,-5,0.43067046710760215,4,0,256,0,256,256,1
sensor,TRUE,Exclude Intensity,TRUE,TRUE,stratified,light_type,TRUE,smote_tomek,43,0.8854611841832289,-1.8175639433653912,-5,0.4008202427519432,2,0,44,256,63,28,1
sensor,TRUE,Exclude Intensity,TRUE,TRUE,stratified,location,TRUE,None,27,0.6939432624113475,-3.618956371661776,-5,0.6783370684612072,2,2,225,0,115,244,0
sensor,TRUE,Exclude Intensity,TRUE,TRUE,stratified,location,TRUE,smote_tomek,36,0.666822695035461,-2.263390335120434,-2.0556122386431506,0.4586517638511205,0,1,256,72,214,215,1
sensor,TRUE,Exclude Intensity,TRUE,FALSE,parwise,light_type,TRUE,None,31,0.8835972160894887,-1.2423272375569954,-2.590405433902265,0,4,3,256,207,0,78,0
sensor,TRUE,Exclude Intensity,TRUE,FALSE,parwise,light_type,TRUE,smote_tomek,41,0.8844855863243551,-4,-1,0,0,0,55,126,235,217,1
sensor,TRUE,Exclude Intensity,TRUE,FALSE,parwise,location,TRUE,None,43,0.681307907778496,-1.900086858518548,-2.519801086512679,0.27254789609201735,1,1,256,256,59,154,1
sensor,TRUE,Exclude Intensity,TRUE,FALSE,parwise,location,TRUE,smote_tomek,8,0.6674315880198233,-3.836469806858329,-4.228154473739964,0.32207396321492576,0,2,218,74,125,0,0
sensor,TRUE,Exclude Intensity,TRUE,FALSE,stratified,light_type,TRUE,None,42,0.8746801654149896,-0.8213898232202501,-5,0.2485166842346234,1,1,138,29,101,144,1
sensor,TRUE,Exclude Intensity,TRUE,FALSE,stratified,light_type,TRUE,smote_tomek,34,0.8816508305326196,-2.6565249325016804,-1.8069811390309312,0,0,3,99,256,256,256,1
sensor,TRUE,Exclude Intensity,TRUE,FALSE,stratified,location,TRUE,None,48,0.6883262411347517,-2.2955705581577543,-4.067864110082802,0.6274522262719234,1,0,243,256,256,6,1
sensor,TRUE,Exclude Intensity,TRUE,FALSE,stratified,location,TRUE,smote_tomek,3,0.6720992907801417,-2.5205144046535546,-4.813337347145538,0.6816288631890215,1,0,161,98,252,119,1
sensor,TRUE,Include Intensity,TRUE,TRUE,parwise,light_type,TRUE,None,27,0.9394541516852752,-2.1272755187547308,-1.1192118410515812,0.7,0,0,47,256,254,38,1
sensor,TRUE,Include Intensity,TRUE,TRUE,parwise,light_type,TRUE,smote_tomek,17,0.8812632729872368,-2.8386792683472692,-1,0.2714479884152646,1,0,172,212,0,135,1
sensor,TRUE,Include Intensity,TRUE,TRUE,parwise,location,TRUE,None,34,0.7381598793363499,-2.3199028227890315,-5,0.18985905073558945,4,2,8,58,111,118,0
sensor,TRUE,Include Intensity,TRUE,TRUE,parwise,location,TRUE,smote_tomek,35,0.6483516483516484,-1.6751898264045093,-5,0.7,3,0,8,0,0,0,1
sensor,TRUE,Include Intensity,TRUE,TRUE,stratified,light_type,TRUE,None,8,0.8882134904499122,-3.134570773651744,-5,0.33722385978030894,4,0,197,0,233,90,0
sensor,TRUE,Include Intensity,TRUE,TRUE,stratified,light_type,TRUE,smote_tomek,46,0.8830546450354757,-2.600163610974856,-3.261833381685741,0.2833693169747131,4,2,133,114,75,183,0
sensor,TRUE,Include Intensity,TRUE,TRUE,stratified,location,TRUE,None,50,0.6919290780141844,-1.43069098179683,-4.002088219198057,0.5193569366966704,2,1,100,191,144,29,0
sensor,TRUE,Include Intensity,TRUE,TRUE,stratified,location,TRUE,smote_tomek,2,0.6806950354609929,-3.791277157599729,-2.1120049109327006,0.6569868963110252,0,3,161,157,2,6,1
sensor,TRUE,Include Intensity,TRUE,FALSE,parwise,light_type,TRUE,None,35,0.886493618452869,-4,-5,0,0,0,237,256,0,224,0
sensor,TRUE,Include Intensity,TRUE,FALSE,parwise,light_type,TRUE,smote_tomek,33,0.8909091864841565,-0.3,-2.486080773037484,0.6563355294717583,2,1,256,120,0,0,1
sensor,TRUE,Include Intensity,TRUE,FALSE,parwise,location,TRUE,None,49,0.6776018099547513,-0.924538331175326,-5,0.7,1,3,249,234,0,68,0
sensor,TRUE,Include Intensity,TRUE,FALSE,parwise,location,TRUE,smote_tomek,22,0.6765029088558501,-1.260979535701197,-4.1241975080379945,0.4668158231732531,0,1,28,61,75,99,1
sensor,TRUE,Include Intensity,TRUE,FALSE,stratified,light_type,TRUE,None,20,0.8774739637359446,-3.736906841201461,-3.4930662209931445,0,4,0,256,76,256,256,1
sensor,TRUE,Include Intensity,TRUE,FALSE,stratified,light_type,TRUE,smote_tomek,43,0.8704341451945287,-4,-1,0,0,2,256,117,109,256,1
sensor,TRUE,Include Intensity,TRUE,FALSE,stratified,location,TRUE,None,10,0.6905673758865248,-1.268120939359041,-3.307379924629615,0.3171745873650588,4,1,50,52,68,157,1
sensor,TRUE,Include Intensity,TRUE,FALSE,stratified,location,TRUE,smote_tomek,36,0.6634184397163121,-2.2630455769142386,-1.5037931428829463,0,0,3,8,0,256,39,1
sensor,TRUE,False,TRUE,TRUE,parwise,light_type,TRUE,None,50,0.9359216972602452,-2.4708266279837945,-5,0.6190879577675225,1,3,210,174,0,0,1
sensor,TRUE,False,TRUE,TRUE,parwise,light_type,TRUE,smote_tomek,32,0.8911036817426775,-0.3,-3.903958924813778,0.7,0,3,256,0,0,21,1
sensor,TRUE,False,TRUE,TRUE,parwise,location,TRUE,None,50,0.7347985347985349,-3.646574772130706,-4.12650943647808,0.4836466152728057,3,0,203,86,250,229,0
sensor,TRUE,False,TRUE,TRUE,parwise,location,TRUE,smote_tomek,46,0.6889463477698772,-4,-3.3751422428231,0.6587883916608487,2,1,170,29,145,0,1
sensor,TRUE,False,TRUE,TRUE,stratified,light_type,TRUE,None,34,0.8926531402569742,-0.40543543699026285,-2.9810961597016634,0.04945286337199687,1,3,248,45,0,107,1
sensor,TRUE,False,TRUE,TRUE,stratified,light_type,TRUE,smote_tomek,14,0.873981715834751,-1.9711690121554304,-2.731574733457691,0.21726886256268976,3,1,135,117,89,63,1
sensor,TRUE,False,TRUE,TRUE,stratified,location,TRUE,None,48,0.6963404255319148,-2.754053434653666,-5,0,0,0,45,256,0,0,1
sensor,TRUE,False,TRUE,TRUE,stratified,location,TRUE,smote_tomek,49,0.7136737588652482,-3.308292121592813,-2.7638402615909428,0.18699855959656253,4,0,256,213,89,242,0
sensor,TRUE,False,TRUE,FALSE,parwise,light_type,TRUE,None,28,0.894399587880317,-1.270282189217994,-2.7855975090111498,0.7,4,0,127,0,51,0,0
sensor,TRUE,False,TRUE,FALSE,parwise,light_type,TRUE,smote_tomek,39,0.8952091086860532,-3.5115882567426175,-5,0.6133861083914116,0,0,256,256,24,91,1
sensor,TRUE,False,TRUE,FALSE,parwise,location,TRUE,None,37,0.6952057746175393,-2.791257661390663,-5,0,4,3,250,174,27,252,1
sensor,TRUE,False,TRUE,FALSE,parwise,location,TRUE,smote_tomek,44,0.7044279250161603,-1.5150955216465078,-3.2433233013042617,0.659862423565527,4,0,253,47,180,0,0
sensor,TRUE,False,TRUE,FALSE,stratified,light_type,TRUE,None,36,0.8808486508167018,-4,-4.760440492316264,0,2,0,256,256,256,0,1
sensor,TRUE,False,TRUE,FALSE,stratified,light_type,TRUE,smote_tomek,31,0.8812774020441753,-1.0070028700586913,-5,0.20435180966544503,3,0,47,141,72,79,1
sensor,TRUE,False,TRUE,FALSE,stratified,location,TRUE,None,48,0.6531773049645391,-0.9293498931911044,-5,0.10219510427130576,4,3,139,0,80,43,1
sensor,TRUE,False,TRUE,FALSE,stratified,location,TRUE,smote_tomek,35,0.6496879432624113,-2.1313447314524705,-5,0.5660692815499314,3,2,62,227,143,0,1
sensor,FALSE,False,TRUE,TRUE,parwise,light_type,TRUE,None,18,0.93848167539267,-0.3,-2.0487082247051207,0.7,4,3,124,256,0,0,1
sensor,FALSE,False,TRUE,TRUE,parwise,light_type,TRUE,smote_tomek,32,0.921781366302908,-2.2710988505207883,-4.991033165057737,0,0,0,127,236,52,92,1
sensor,FALSE,False,TRUE,TRUE,parwise,location,TRUE,None,39,0.7105149752208576,-3.0173758035876896,-2.518039430338647,0.02764368016129528,3,1,162,96,21,212,1
sensor,FALSE,False,TRUE,TRUE,parwise,location,TRUE,smote_tomek,44,0.6948825684119802,-2.218234592497894,-1.452914421608278,0.01030946826520414,4,2,78,121,221,160,1
sensor,FALSE,False,TRUE,TRUE,stratified,light_type,TRUE,None,13,0.8903779926144143,-2.831610296872525,-3.386985873506457,0.4352015720399536,0,0,180,4,207,28,1
sensor,FALSE,False,TRUE,TRUE,stratified,light_type,TRUE,smote_tomek,14,0.8788708628964219,-2.1144740745565342,-5,0.23930655692912356,2,0,43,131,42,51,1
sensor,FALSE,False,TRUE,TRUE,stratified,location,TRUE,None,46,0.7092624113475178,-1.4844543858147516,-4.866261019774393,0,1,3,191,62,35,220,1
sensor,FALSE,False,TRUE,TRUE,stratified,location,TRUE,smote_tomek,20,0.7026382978723403,-1.2118815110894618,-5,0.3496951182202502,3,0,8,0,71,44,1
sensor,FALSE,False,TRUE,FALSE,parwise,light_type,TRUE,None,22,0.8889661960358404,-2.4764757897297427,-4.5736997560483665,0.6240636958247002,0,2,73,103,256,0,0
sensor,FALSE,False,TRUE,FALSE,parwise,light_type,TRUE,smote_tomek,31,0.8946228165444837,-2.7698581544143663,-3.5366779520585294,0.5451810714821004,3,2,256,205,41,124,0
sensor,FALSE,False,TRUE,FALSE,parwise,location,TRUE,None,15,0.6608065953654189,-1.495933733782751,-3.707188335900232,0.4551958535716201,2,2,191,157,232,221,1
sensor,FALSE,False,TRUE,FALSE,parwise,location,TRUE,smote_tomek,18,0.6402852049910873,-1.996244630101902,-1.823467707999765,0.7,0,2,255,0,256,46,1
sensor,FALSE,False,TRUE,FALSE,stratified,light_type,TRUE,None,10,0.8430008944543829,-3.1121402933935114,-5,0,4,1,143,202,256,90,1
sensor,FALSE,False,TRUE,FALSE,stratified,light_type,TRUE,smote_tomek,26,0.8414355992844365,-2.341455131032169,-3.6276760235062033,0.2422630182020372,2,0,59,59,127,23,0
sensor,FALSE,False,TRUE,FALSE,stratified,location,TRUE,None,26,0.6442584434654919,-1.5106782905155192,-3.3123096813896646,0.02020859783009752,4,1,67,148,253,256,1
sensor,FALSE,False,TRUE,FALSE,stratified,location,TRUE,smote_tomek,33,0.6193245227606461,-1.904079688100706,-3.6317312293473183,0.6079722679665077,4,2,124,237,0,171,1
spd,FALSE,False,FALSE,TRUE,parwise,light_type,TRUE,None,15,0.9388443827666688,-1.25669759060616,-4.633224590584994,0.02705375517068367,4,3,8,53,0,0,1
spd,FALSE,False,FALSE,TRUE,parwise,light_type,TRUE,smote_tomek,13,0.924209928720116,-1.2312318274308134,-4.755844164443955,0.438478803741375,3,0,59,95,57,87,1
spd,FALSE,False,FALSE,TRUE,parwise,location,TRUE,None,44,0.6904007756948933,-2.747705660728774,-4.323255105467927,0.07978519861845673,2,0,30,240,66,163,0
spd,FALSE,False,FALSE,TRUE,parwise,location,TRUE,smote_tomek,23,0.5994828700711053,-1.5320479863115368,-3.609153502420909,0.3162459339396352,3,3,8,256,256,230,0
spd,FALSE,False,FALSE,TRUE,stratified,light_type,TRUE,None,47,0.8569423122138778,-2.9690931550411195,-4.807524177957644,0.34772821710206825,0,2,223,0,164,256,1
spd,FALSE,False,FALSE,TRUE,stratified,light_type,TRUE,smote_tomek,25,0.8517281440604125,-0.3,-5,0.05257097753138583,2,3,230,256,0,0,1
spd,FALSE,False,FALSE,TRUE,stratified,location,TRUE,None,10,0.654354609929078,-0.7460049681401495,-2.991735681614057,0,1,3,129,0,0,256,1
spd,FALSE,False,FALSE,TRUE,stratified,location,TRUE,smote_tomek,14,0.6310070921985816,-0.3,-5,0.7,4,3,146,256,256,0,1
spd,FALSE,False,FALSE,FALSE,parwise,light_type,TRUE,None,23,0.8864650974025974,-1.4676600543182357,-4.63194620853877,0.2423999832695533,3,1,182,149,112,74,1
spd,FALSE,False,FALSE,FALSE,parwise,light_type,TRUE,smote_tomek,8,0.8896025849150848,-3.64163695604321,-1.4652697318223051,0,3,3,243,255,145,246,1
spd,FALSE,False,FALSE,FALSE,parwise,location,TRUE,None,46,0.6675985663082437,-1.941164109887072,-3.4774016613747643,0.10512821219217448,3,1,232,23,190,245,1
spd,FALSE,False,FALSE,FALSE,parwise,location,TRUE,smote_tomek,39,0.6499068100358423,-3.1437715469144827,-4.23338401162059,0.12879033785275654,1,3,256,0,111,177,1
spd,FALSE,False,FALSE,FALSE,stratified,light_type,TRUE,None,29,0.875257455923546,-4,-5,0,0,3,256,256,256,256,1
spd,FALSE,False,FALSE,FALSE,stratified,light_type,TRUE,smote_tomek,42,0.8186789421651014,-2.773089658166022,-5,0.0499557203736013,1,3,45,153,222,98,1
spd,FALSE,False,FALSE,FALSE,stratified,location,TRUE,None,19,0.6728222996515679,-3.2049494973353454,-5,0,3,1,256,40,228,96,1
spd,FALSE,False,FALSE,FALSE,stratified,location,TRUE,smote_tomek,43,0.6365853658536585,-2.597055145245304,-2.822765603390459,0.10219753711914138,0,0,8,94,217,232,1
spd,FALSE,Include Intensity,FALSE,TRUE,parwise,light_type,TRUE,None,8,0.9387244575521382,-2.389353262776523,-1,0.4920474244407277,4,2,121,192,131,184,1
spd,FALSE,Include Intensity,FALSE,TRUE,parwise,light_type,TRUE,smote_tomek,49,0.9051637876553612,-4,-1,0.0668796612595505,0,0,8,5,219,0,0
spd,FALSE,Include Intensity,FALSE,TRUE,parwise,location,TRUE,None,41,0.6998180566483084,-3.1500369380164432,-3.3926982230662333,0.3078197434110944,1,0,71,123,209,216,1
spd,FALSE,Include Intensity,FALSE,TRUE,parwise,location,TRUE,smote_tomek,6,0.6809721675845791,-0.3,-5,0.2853913341528765,3,1,170,14,34,30,0
spd,FALSE,Include Intensity,FALSE,TRUE,stratified,light_type,TRUE,None,21,0.8989274342215519,-1.7209340940507598,-4.676849544007781,0.5137216217213132,4,0,169,256,0,256,1
spd,FALSE,Include Intensity,FALSE,TRUE,stratified,light_type,TRUE,smote_tomek,3,0.885034355622591,-2.5205144046535546,-4.813337347145538,0.6816288631890215,1,0,161,98,252,119,1
spd,FALSE,Include Intensity,FALSE,TRUE,stratified,location,TRUE,None,38,0.6821300764962737,-1.1123350949138393,-2.8736324098875965,0,1,3,256,136,0,256,1
spd,FALSE,Include Intensity,FALSE,TRUE,stratified,location,TRUE,smote_tomek,1,0.6925375094389179,-1.0527909486171376,-4.266260840535344,0.5457837001909386,2,1,33,118,85,37,1
spd,FALSE,Include Intensity,FALSE,FALSE,parwise,light_type,TRUE,None,27,0.8968229934695596,-1.9282294006483975,-4.72553105560864,0.2928103419679693,1,3,230,256,113,0,0
spd,FALSE,Include Intensity,FALSE,FALSE,parwise,light_type,TRUE,smote_tomek,22,0.9047095534021488,-0.3,-2.646335113222317,0,0,1,135,52,91,230,1
spd,FALSE,Include Intensity,FALSE,FALSE,parwise,location,TRUE,None,48,0.6970151455546814,-1.976780503074796,-4.757739611972144,0.34295107862021645,1,3,42,15,197,192,1
spd,FALSE,Include Intensity,FALSE,FALSE,parwise,location,TRUE,smote_tomek,49,0.6833939811172306,-3.653404824250546,-5,0.5338817291611895,4,0,116,223,172,144,1
spd,FALSE,Include Intensity,FALSE,FALSE,stratified,light_type,TRUE,None,15,0.8873303167420814,-2.6777601497875896,-1.92488697623564,0.3260175814139278,0,3,148,220,0,24,1
spd,FALSE,Include Intensity,FALSE,FALSE,stratified,light_type,TRUE,smote_tomek,25,0.8807608513490867,-0.3,-4.661669882950965,0.41077934773239294,1,3,256,0,217,63,1
spd,FALSE,Include Intensity,FALSE,FALSE,stratified,location,TRUE,None,32,0.6764010637250074,-2.6727660671479683,-5,0.139960917865709,3,2,218,202,250,214,0
spd,FALSE,Include Intensity,FALSE,FALSE,stratified,location,TRUE,smote_tomek,41,0.692553924948291,-3.295966025658727,-5,0,2,2,246,123,3,57,1
spd,FALSE,Exclude Intensity,FALSE,TRUE,parwise,light_type,TRUE,None,2,0.9362360438171476,-3.791277157599729,-2.1120049109327006,0.6569868963110252,0,3,161,157,2,6,1
spd,FALSE,Exclude Intensity,FALSE,TRUE,parwise,light_type,TRUE,smote_tomek,24,0.9215820518222037,-3.3553255801197204,-1,0,0,2,98,0,0,213,1
spd,FALSE,Exclude Intensity,FALSE,TRUE,parwise,location,TRUE,None,1,0.6645849724626278,-1.0527909486171376,-4.266260840535344,0.5457837001909386,2,1,33,118,85,37,1
spd,FALSE,Exclude Intensity,FALSE,TRUE,parwise,location,TRUE,smote_tomek,33,0.6565204563335957,-0.3,-2.9780767969390824,0.5252230123716868,0,3,256,126,256,240,1
spd,FALSE,Exclude Intensity,FALSE,TRUE,stratified,light_type,TRUE,None,43,0.9027987263281382,-3.099876635895934,-2.386298981575295,0.7,0,2,256,145,137,0,1
spd,FALSE,Exclude Intensity,FALSE,TRUE,stratified,light_type,TRUE,smote_tomek,3,0.8854868443103737,-2.5205144046535546,-4.813337347145538,0.6816288631890215,1,0,161,98,252,119,1
spd,FALSE,Exclude Intensity,FALSE,TRUE,stratified,location,TRUE,None,9,0.6977576414196132,-2.9172978403781142,-4.913248473206762,0.2263336101421761,0,0,170,158,0,29,1
spd,FALSE,Exclude Intensity,FALSE,TRUE,stratified,location,TRUE,smote_tomek,1,0.6816704422338224,-1.0527909486171376,-4.266260840535344,0.5457837001909386,2,1,33,118,85,37,1
spd,FALSE,Exclude Intensity,FALSE,FALSE,parwise,light_type,TRUE,None,26,0.8957960290709922,-0.3,-3.1798830880496745,0.5936225028804379,2,3,214,256,256,86,1
spd,FALSE,Exclude Intensity,FALSE,FALSE,parwise,light_type,TRUE,smote_tomek,42,0.8939395934274279,-3.761820755203766,-2.809447753177725,0.291171055207823,2,0,119,181,58,21,0
spd,FALSE,Exclude Intensity,FALSE,FALSE,parwise,location,TRUE,None,39,0.6649537765538946,-1.0396473893812983,-1.7873216415148656,0.20231166824750585,2,1,33,233,126,14,1
spd,FALSE,Exclude Intensity,FALSE,FALSE,parwise,location,TRUE,smote_tomek,12,0.657036782061369,-3.5661389362709413,-1.85660400876922,0.4893983269095031,1,1,160,0,213,0,1
spd,FALSE,Exclude Intensity,FALSE,FALSE,stratified,light_type,TRUE,None,9,0.8832244008714598,-4,-5,0.1611590151792168,4,0,256,256,256,135,1
spd,FALSE,Exclude Intensity,FALSE,FALSE,stratified,light_type,TRUE,smote_tomek,20,0.8832076420311715,-3.052873057363918,-3.708025100635111,0.2005070541884979,3,1,256,174,243,114,1
spd,FALSE,Exclude Intensity,FALSE,FALSE,stratified,location,TRUE,None,13,0.6590991168455957,-2.7999229065298064,-3.977974929127872,0.09936112935206348,1,2,215,78,105,149,1
spd,FALSE,Exclude Intensity,FALSE,FALSE,stratified,location,TRUE,smote_tomek,41,0.6478380774155422,-3.2838600375768014,-3.7170305679244624,0.31565606016793235,0,0,104,200,103,83,1
spd,FALSE,Exclude Intensity,TRUE,TRUE,parwise,light_type,TRUE,None,26,0.9245707815462396,-3.136273741641922,-1,0.6144270833408263,0,2,26,236,209,28,1
spd,FALSE,Exclude Intensity,TRUE,TRUE,parwise,light_type,TRUE,smote_tomek,13,0.9045383926690542,-4,-2.409133506404746,0.6515271461610528,2,3,8,256,119,52,1
spd,FALSE,Exclude Intensity,TRUE,TRUE,parwise,location,TRUE,None,1,0.6834677419354839,-1.0527909486171376,-4.266260840535344,0.5457837001909386,2,1,33,118,85,37,1
spd,FALSE,Exclude Intensity,TRUE,TRUE,parwise,location,TRUE,smote_tomek,17,0.6707808811959087,-2.9250497959017205,-4.011728395405359,0.12595281339269557,1,1,256,0,235,0,0
spd,FALSE,Exclude Intensity,TRUE,TRUE,stratified,light_type,TRUE,None,25,0.9022792022792024,-1.82530918177265,-5,0.5049511504003428,2,2,256,0,47,0,1
spd,FALSE,Exclude Intensity,TRUE,TRUE,stratified,light_type,TRUE,smote_tomek,42,0.8830400536282891,-2.5970471525984395,-4.045460526409158,0.66273454723223435,3,2,256,256,256,95,0
spd,FALSE,Exclude Intensity,TRUE,TRUE,stratified,location,TRUE,None,24,0.6935552710200598,-1.2387717818398412,-4.4388846156488295,0.0186179286223639,0,2,8,0,40,56,1
spd,FALSE,Exclude Intensity,TRUE,TRUE,stratified,location,TRUE,smote_tomek,46,0.6567188679864736,-3.271901274858871,-1,0.37847866671181735,2,2,221,0,0,256,1
spd,FALSE,Exclude Intensity,TRUE,FALSE,parwise,light_type,TRUE,None,47,0.8959145249631345,-4,-5,0.7,2,1,256,0,0,0,1
spd,FALSE,Exclude Intensity,TRUE,FALSE,parwise,light_type,TRUE,smote_tomek,41,0.8950850537181378,-3.9760628155390463,-1.4355604115645215,0.7,1,3,256,121,0,122,1
spd,FALSE,Exclude Intensity,TRUE,FALSE,parwise,location,TRUE,None,1,0.6603806058221873,-1.0527909486171376,-4.266260840535344,0.5457837001909386,2,1,33,118,85,37,1
spd,FALSE,Exclude Intensity,TRUE,FALSE,parwise,location,TRUE,smote_tomek,43,0.6557828481510622,-2.0032397301718823,-1.7560499909320906,0.06980101457215068,3,1,65,251,0,224,0
spd,FALSE,Exclude Intensity,TRUE,FALSE,stratified,light_type,TRUE,None,25,0.8817998994469582,-3.580723465117553,-2.98068196665103,0,4,0,256,218,213,146,0
spd,FALSE,Exclude Intensity,TRUE,FALSE,stratified,light_type,TRUE,smote_tomek,34,0.877727501256913,-0.9845381134829309,-5,0.13980971517356425,0,1,256,0,256,1,0
spd,FALSE,Exclude Intensity,TRUE,FALSE,stratified,location,TRUE,None,29,0.654240126071112,-2.1050855610039116,-2.637489793566622,0.04353455474011256,3,0,227,130,199,60,1
spd,FALSE,Exclude Intensity,TRUE,FALSE,stratified,location,TRUE,smote_tomek,39,0.6599198923142585,-2.7528437589866055,-5,0,2,0,197,256,256,111,1
spd,FALSE,Include Intensity,TRUE,TRUE,parwise,light_type,TRUE,None,46,0.9266247103433748,-1.4789154911042597,-2.4593171751329144,0.23761921341039552,4,2,134,16,207,16,1
spd,FALSE,Include Intensity,TRUE,TRUE,parwise,light_type,TRUE,smote_tomek,9,0.8986860122182431,-3.9822431130776654,-1,0.5472153879757318,2,1,256,210,229,0,0
spd,FALSE,Include Intensity,TRUE,TRUE,parwise,location,TRUE,None,27,0.704243705743509,-0.3,-2.807510516689429,0.00701768896128456,1,3,61,256,17,0,0
spd,FALSE,Include Intensity,TRUE,TRUE,parwise,location,TRUE,smote_tomek,6,0.6967446892210858,-3.648510542178971,-3.0421825749916893,0.3697474295506981,1,3,169,7,49,242,1
spd,FALSE,Include Intensity,TRUE,TRUE,stratified,light_type,TRUE,None,24,0.907725825372884,-2.7035644759481476,-4.649012859400929,0.3682523113266074,0,2,218,179,4,191,1
spd,FALSE,Include Intensity,TRUE,TRUE,stratified,light_type,TRUE,smote_tomek,23,0.8856711915535446,-1.300227082534319,-3.646073545459579,0.3118086056759826,1,0,218,256,256,228,1
spd,FALSE,Include Intensity,TRUE,TRUE,stratified,location,TRUE,None,37,0.6809481598213992,-1.2309789707347925,-3.70177101414231,0.4871772154643813,3,3,40,127,187,251,1
spd,FALSE,Include Intensity,TRUE,TRUE,stratified,location,TRUE,smote_tomek,36,0.6732328704159689,-1.5242618167438753,-3.015839925323222,0.34801677362249894,0,2,256,256,256,97,1
spd,FALSE,Include Intensity,TRUE,FALSE,parwise,light_type,TRUE,None,17,0.9007333579102592,-1.4596931337699963,-1.353694596425388,0.3621814363136025,4,2,87,113,157,123,0
spd,FALSE,Include Intensity,TRUE,FALSE,parwise,light_type,TRUE,smote_tomek,32,0.8936367705919528,-0.3,-3.432390262898926,0.3114457984411151,0,0,256,72,98,0,1
spd,FALSE,Include Intensity,TRUE,FALSE,parwise,location,TRUE,None,41,0.6754769866247049,-2.146347969632416,-2.3559637587892497,0.7,0,0,210,225,0,47,1
spd,FALSE,Include Intensity,TRUE,FALSE,parwise,location,TRUE,smote_tomek,18,0.6837136113296617,-3.1607682831094133,-4.528115935077514,0.29285143340257064,0,1,233,67,256,217,1
spd,FALSE,Include Intensity,TRUE,FALSE,stratified,light_type,TRUE,None,36,0.8808781632311045,-1.892075655187692,-3.741707544833096,0.09223298420620822,3,2,256,29,0,0,1
